loser_name,num_defeats,winner_name
Tsvetana Pironkova,2,Barbora Zahlavova Strycova
Tuana Oz,1,Yana Morderger
Tuana Tinaztepe,1,Sapfo Sakellaridi
Tuana Tinaztepe,1,Nina Alibalic
Tuana Tinaztepe,1,Stefanie Auer
Tuana Tinaztepe,1,Alexa Pirok
Tuana Tinaztepe,1,Adrienn Nagy
Tuana Tinaztepe,1,Ioana Gaspar
Tuana Tinaztepe,1,Saki Imamura
Tuana Tinaztepe,1,Kateryna Sliusar
Tuana Tinaztepe,1,Julia Keranovic
Tuana Tinaztepe,1,Iuliia Nikitina
Tuana Tinaztepe,1,Kristina Milenkovic
Tuana Tinaztepe,1,Oleksandra Oliynykova
Tuana Tinaztepe,1,Daria Zelinskaya
Tuana Tinaztepe,1,Meryem Alexandra Guener
Tuana Tinaztepe,1,Mirabelle Njoze
Tucker Vorster,1,Peter Polansky
Tucker Vorster,1,Peter Kobelt
Tucker Vorster,1,John Lamble
Tucker Vorster,1,Daniel Cox
Tucker Vorster,1,Laurynas Grigelis
Tucker Vorster,1,Tim Van Rijthoven
Tucker Vorster,1,Petros Chrysochos
Tucker Vorster,1,Ernesto Escobedo
Tucker Vorster,1,Reilly Opelka
Tucker Vorster,1,Frederik Nielsen
Tucker Vorster,1,Yuichi Sugita
Tucker Vorster,1,Liam Broady
Tucker Vorster,1,Ryan Haviland
Tucker Vorster,1,Matteo Viola
Tully Richter,1,Meeka Marshall
Tully Richter,1,Olivia Ley
Tung Lin Wu,3,Soon Woo Kwon
Tushar Liberhan,1,Jayesh Pungliya
Tuule Tani,1,Varvara Kuznetsova
Tuva Lindsten,1,Vasilisa Aponasenko
Ty Ana Williams,1,Jocelijn Cavero Roeper
Ty Ana Williams,1,Sybille Gauvain
Tyler Hochwalt,1,Michal Przysiezny
Tyler Hochwalt,1,Sander Gille
Tyler Hochwalt,1,Luke Bambridge
Tyler Hochwalt,1,Julien Dubail
Tyler Hochwalt,1,Abhinav Sanjeev Shanmugam
Tyler Hochwalt,1,Jose Fco Vidal Azorin
Tyler Lu,2,Vishnu Vardhan
Tyler Mercier,1,Skander Mansouri
Ugo Blanchet,1,Daniel Dutra Da Silva
Ugo Humbert,3,Miomir Kecmanovic
Ugo Nastasi,1,Lloyd Harris
Ugo Nastasi,1,Marius Copil
Uisung Park,1,Yusuke Takahashi
Uisung Park,1,Mackenzie McDonald
Uisung Park,1,Andrew Whittington
Uladzimir Ignatik,3,Maximilian Marterer
Uladzimir Ignatik,3,Luca Vanni
Ulises Blanch,2,Jc Aragone
Ulises Blanch,2,Martin Cuevas
Ulises Blanch,2,Alexandre Muller
Ulises Blanch,2,Kaichi Uchida
Uljan Espolova,1,Alexandra Grinchishina
Ulrikke Eikeri,3,Zuzana Zlochova
Ulrikke Eikeri,3,Bibiane Schoofs
Ulyana Ayzatulina,2,Agnes Bukta
Ulyana Ayzatulina,2,Daria Kruzhkova
Ulyana Shirokova,1,Sophie Chang
Ulyana Shirokova,1,Ulrikke Eikeri
Ulysse Bertrand,1,Stuart Parker
Umut Akkoyun,1,Oleksandra Piskun
Umut Akkoyun,1,Sefa Suluoglu
Umut Akkoyun,1,Pavel Kotov
Urszula Nebelska,1,Aaliya Ebrahim
Urszula Nebelska,1,Margarita Lazareva
Urszula Nebelska,1,Dasha Ivanova
Urszula Nebelska,1,Alicja Formella
Urszula Radwanska,2,Marina Erakovic
Urszula Radwanska,2,Antonia Lottner
Urszula Radwanska,2,Ashleigh Barty
Urszula Radwanska,2,Jaqueline Adina Cristian
Ushna Suhail,2,Theiviya Selvarajoo
Usue Maitane Arconada,4,Robin Anderson
Utaka Kishigami,1,Momoko Kobori
Utaka Kishigami,1,Thai Sa Grana Pedretti
Utaka Kishigami,1,Taylor Ng
Utaka Kishigami,1,Lian Tran
Utaka Kishigami,1,Magdalena Stoilkovska
Utaka Kishigami,1,Tiffany William
Utaka Kishigami,1,Ingrid Gamarra Martins
Utaka Kishigami,1,Emma Davis
Utaka Kishigami,1,Alicia Smith
Utaka Kishigami,1,Yeong Won Jeong
Utaka Kishigami,1,Verena Meliss
Uxia Martinez Moral,1,Karolina Berankova
Uxia Martinez Moral,1,Ines Murta
Uxia Martinez Moral,1,Madison Westby
Vaclav Safranek,2,Uladzimir Ignatik
Vaclav Safranek,2,Daniel Gimeno Traver
Vaclav Safranek,2,Mathias Bourgue
Vaclav Safranek,2,Filip Horansky
Vaclav Safranek,2,Marius Copil
Vaclav Safranek,2,Joao Domingues
Vaclav Safranek,2,Stefano Travaglia
Vaclav Safranek,2,Casper Ruud
Vaclav Safranek,2,Jordan Thompson
Vaclav Safranek,2,Benjamin Bonzi
Vaclav Safranek,2,Laslo Djere
Vaclav Safranek,2,Attila Balazs
Vaclav Safranek,2,Francesco Forti
Vadim Alekseenko,1,George Von Massow
Vadim Alekseenko,1,Ronan Joncour
Vadym Ursu,1,Marinko Matosevic
Vadym Ursu,1,Vaclav Safranek
Vadym Ursu,1,Adelchi Virgili
Vadym Ursu,1,Julian Lenz
Vadym Ursu,1,Petr Michnev
Vadym Ursu,1,Pedro Cachin
Vadym Ursu,1,Cem Ilkel
Vadym Ursu,1,Filip Horansky
Vadym Ursu,1,Tallon Griekspoor
Vadym Ursu,1,Martin Klizan
Vadym Ursu,1,Yannick Mertens
Vadym Ursu,1,Germain Gigounon
Vadym Ursu,1,Mick Lescure
Vadym Ursu,1,Marc Sieber
Vadym Ursu,1,Ti Chen
Vadym Ursu,1,Pavel Nejedly
Vadym Ursu,1,Aleksandr Nedovyesov
Vadym Ursu,1,Daniel Altmaier
Vaidehi Chaudhari,1,Melanie Klaffner
Vaidehi Chaudhari,1,Yu Shan
Vaidehi Chaudhari,1,Anna Morgina
Vaidehi Chaudhari,1,Mihaela Djakovic
Vaidehi Chaudhari,1,Anna Siskova
Vaidehi Chaudhari,1,Naiktha Bains
Vaidehi Chaudhari,1,Julia Wachaczyk
Vaidehi Chaudhari,1,Eliessa Vanlangendonck
Vaidehi Chaudhari,1,Silvia Njiric
Vaidehi Chaudhari,1,Olga Doroshina
Vaidehi Chaudhari,1,Nudnida Luangnam
Vaidehi Chaudhari,1,Emily Webley Smith
Vaidehi Chaudhari,1,Miriam Bianca Bulgaru
Vaja Uzakov,1,Denis Yevseyev
Valentin Nourrissat,1,Remi Boutillier
Valentin Royer,1,Hugo Nys
Valentin Royer,1,Tobias Kamke
Valentin Royer,1,Lukas Rosol
Valentin Royer,1,Danilo Petrovic
Valentin Sansonetti,1,Sergio Galdos
Valentin Sansonetti,1,Evan Song
Valentin Vanta,2,Lenny Hampel
Valentina Abrile,2,Fernanda Brito
Valentina Andrea Vasquez Pongruber,1,Sofia Luini
Valentina Andrea Vasquez Pongruber,1,Fernanda Brito
Valentina Ascarrunz,1,Jessica Plazas
Valentina Bertonazzi,1,Valeria Bhunu
Valentina Campagnolo,1,Camilla Rosatello
Valentina Dancenco,1,Teodora Stinga
Valentina Dancenco,1,Nadiya Kolb
Valentina Gaggini,1,Ani Vangelova
Valentina Gaggini,1,Sabine Rutlauka
Valentina Gaggini,1,Almudena Sanz Llaneza Fernandez
Valentina Gaggini,1,Chiraz Bechri
Valentina Gaggini,1,Anastasia Grymalska
Valentina Gaggini,1,Olivia Gram
Valentina Gaggini,1,Kelia Le Bihan
Valentina Gaggini,1,Charlotte Robillard Millette
Valentina Gaggini,1,Julia Kimmelmann
Valentina Gaggini,1,Claudia De Las Heras Armenteras
Valentina Gaggini,1,Lamis Alhussein Abdel Aziz
Valentina Gaggini,1,Aurora Zantedeschi
Valentina Gaggini,1,Adithya Karunaratne
Valentina Gaggini,1,Alina Charaeva
Valentina Gaggini,1,Ane Mintegi Del Olmo
Valentina Giavazzi,1,Marie Temin
Valentina Giavazzi,1,Ylena In Albon
Valentina Giavazzi,1,Linda Sevcikova
Valentina Giavazzi,1,Ioana Zvonaru
Valentina Giavazzi,1,Martina Kudelova
Valentina Giavazzi,1,Aurora Zantedeschi
Valentina Ivanov,1,Maryna Chernyshova
Valentina Ivanov,1,Chang Liu
Valentina Ivanov,1,Masa Jovanovic
Valentina Ivanov,1,Bibiane Schoofs
Valentina Ivanov,1,Marcela Zacarias
Valentina Ivanov,1,Tess Sugnaux
Valentina Ivanov,1,Marianna Zakarlyuk
Valentina Ivanov,1,Yuliya Hatouka
Valentina Ivanov,1,Oleksandra Oliynykova
Valentina Ivanov,1,Naomi Cheong
Valentina Ivanov,1,Amber Marshall
Valentina Ivanov,1,Jil Belen Teichmann
Valentina Ivanov,1,Ksenia Laskutova
Valentina Lia,1,Anhzelika Isaeva
Valentina Lia,1,Costanza Pera
Valentina Lia,1,Xiaoxi Zhao
Valentina Lia,1,Francesca Sella
Valentina Likic,1,Riya Bhatia
Valentina Loretz,1,Arisha Ladhani
Valentina Losciale,1,Martina Muzzolon
Valentina Losciale,1,Francisca Jorge
Valentina Losciale,1,Beyda Baykal
Valentina Losciale,1,Amanda Carreras
Valentina Losciale,1,Maria Toma
Valentina Losciale,1,Veronika Erjavec
Valentina Losciale,1,Alexa Graham
Valentina Losciale,1,Aubane Droguet
Valentina Losciale,1,Rasheeda Mcadoo
Valentina Losciale,1,Sinead Lohan
Valentina Losciale,1,Tatiana Pieri
Valentina Losciale,1,Enola Chiesa
Valentina Losciale,1,Helene Scholsen
Valentina Losciale,1,Martina Colmegna
Valentina Losciale,1,Caitlyn Portela
Valentina Losciale,1,Lucie Petruzelova
Valentina Losciale,1,Carmen Schultheiss
Valentina Losciale,1,Taisya Pachkaleva
Valentina Mokrova,1,Deborah Kerfs
Valentina Mokrova,1,Mathilde Devits
Valentina Mutilba,1,Julieta Lara Estable
Valentina Ryser,2,Carole Monnet
Valentina Shleyn,1,Kamila Kerimbayeva
Valentina Shleyn,1,Julia Terziyska
Valentina Shleyn,1,Ksenia Lykina
Valentina Taddia,1,Emmanuelle Girard
Valentina Taddia,1,Giulia Crescenzi
Valentina Urelli Rinaldi,1,Iana Tishchenko
Valentine Bacher,2,Manon Peral
Valentine Confalonieri,1,Karman Thandi
Valentine Confalonieri,1,Gioia Barbieri
Valentine Confalonieri,1,Basak Eraydin
Valentine Confalonieri,1,Corinna Dentoni
Valentine Confalonieri,1,Nicole Rottmann
Valentine Vigne,1,Mathilde Armitano
Valentini Grammatikopoulou,3,Quirine Lemoine
Valentyna Ivakhnenko,3,Irina Maria Bara
Valentyna Ivakhnenko,3,Polona Hercog
Valeria Bhunu,2,Margarita Skryabina
Valeria Bhunu,2,Sofya Zhuk
Valeria Bhunu,2,Emily Webley Smith
Valeria Bhunu,2,Tadeja Majeric
Valeria Bhunu,2,Kaitlyn Christian
Valeria Carreno,1,Maria Juliana Parra Romero
Valeria Carreno,1,Maria Paulina Perez Garcia
Valeria Castro,1,Camille Townsend
Valeria Gorlats,1,Shahar Peer
Valeria Gorlats,1,Nika Kukharchuk
Valeria Gorlats,1,Olga Ianchuk
Valeria Gorlats,1,Nikola Breckova
Valeria Gorlats,1,Julia Wachaczyk
Valeria Gorlats,1,Tena Lukas
Valeria Gorlats,1,Arina Gabriela Vasilescu
Valeria Gorlats,1,Deniz Khazaniuk
Valeria Gorlats,1,Isabella Shinikova
Valeria Gorlats,1,Barbara Gatica
Valeria Gorlats,1,Basak Eraydin
Valeria Gorlats,1,Ekaterina Vishnevskaya
Valeria Gorlats,1,Anna Morgina
Valeria Gorlats,1,Bunyawi Thamchaiwat
Valeria Gorlats,1,Rebeka Margareta Mertena
Valeria Gorlats,1,Ivana Jorovic
Valeria Gorlats,1,Noelia Zeballos
Valeria Gorlats,1,Caroline Uebelhoer
Valeria Gorlats,1,Kateryna Sliusar
Valeria Gorlats,1,Anastasia Zarytska
Valeria Gorlats,1,Anita Husaric
Valeria Gorlats,1,Julia Terziyska
Valeria Koussenkova,1,Maria Dolores Lopez Martinez
Valeria Koussenkova,1,Ines Ibbou
Valeria Koussenkova,1,Alba Retortillo Soiras
Valeria Koussenkova,1,Maria Timofeeva
Valeria Koussenkova,1,Ya Hsuan Lee
Valeria Koussenkova,1,Emilie Lindh Gallagher
Valeria Koussenkova,1,Fiona Ganz
Valeria Koussenkova,1,Audrey Albie
Valeria Koussenkova,1,Giulia Crescenzi
Valeria Koussenkova,1,Eliessa Vanlangendonck
Valeria Koussenkova,1,Andrea Ka
Valeria Koussenkova,1,Meiling Wang
Valeria Koussenkova,1,Oana Georgeta Simion
Valeria Koussenkova,1,Olga Saez Larra
Valeria Koussenkova,1,Anastasia Pribylova
Valeria Koussenkova,1,Erica Oosterhout
Valeria Koussenkova,1,Kira Pavlova
Valeria Koussenkova,1,Emily Appleton
Valeria Koussenkova,1,Leonie Kung
Valeria Lloclla,1,Katya Townsend
Valeria Mishina,1,Esen Kokce
Valeria Mishina,1,Zuzana Zlochova
Valeria Mishina,1,Joanna Carswell
Valeria Monko,1,Alexandra Vasilyeva
Valeria Montano,1,Mariana Vargas Carrascal
Valeria Nikolaev,3,Marta Paigina
Valeria Porras Buezo,1,Lara Rosario De Faveri
Valeria Prosperi,1,Martina Spigarelli
Valeria Prosperi,1,Sandra Samir
Valeria Prosperi,1,Tereza Mihalikova
Valeria Prosperi,1,Magali Kempen
Valeria Prosperi,1,Kassandra Davesne
Valeria Prosperi,1,Gaia Sanesi
Valeria Prosperi,1,Lamis Alhussein Abdel Aziz
Valeria Prosperi,1,Fatma Al Nabhani
Valeria Ruiz Buitrago,1,Ana M Becerra
Valeria Savinykh,3,Mariam Bolkvadze
Valeria Savinykh,3,Ankita Raina
Valeria Solovieva,2,Iga Swiatek
Valeria Solovieva,2,Jesika Maleckova
Valeria Vinces,1,Zora Hudson
Valerie Griffejoen,1,Ashmitha Easwaramurthi
Valerie Quiceno,2,Emily Appleton
Valerie Quiceno Ibarguen,1,Vineetha Mummadi
Valerie Quiceno Ibarguen,1,Sofia Da Cruz Mendonca
Valerie Quiceno Ibarguen,1,Ambre Feder
Valeriia Bazhanova,1,Bianka Bekefi
Valeriia Cherfus,1,Anastasiya Komar
Valeriia Sheikina,1,Bojana Marinkovic
Valeriya Bichurina,1,Polina Golubovskaya
Valeriya Bichurina,1,Eunhye Lee
Valeriya Deminova,1,Daria Kruzhkova
Valeriya Denisenko,1,Valeria Bhunu
Valeriya Denisenko,1,Dana Kremer
Valeriya Denisenko,1,Amina Anshba
Valeriya Denisenko,1,Merel Hoedt
Valeriya Denisenko,1,Venla Ahti
Valeriya Denisenko,1,Linnea Malmqvist
Valeriya Denisenko,1,Lisa Marie Maetschke
Valeriya Denisenko,1,Elena Teodora Cadar
Valeriya Denisenko,1,Francesca Delledera
Valeriya Olyanovskaya,2,Anastasiya Konstantinovna Soboleva
Valeriya Pogrebnyak,3,Daria Kruzhkova
Valeriya Rozenkova,1,Vlada Ekshibarova
Valeriya Rozenkova,1,Anna Laguza
Valeriya Rozenkova,1,Eva Lys
Valeriya Strakhova,3,Victoria Kan
Valeriya Strakhova,3,Karman Thandi
Valeriya Strakhova,3,Katharina Hobgarski
Valeriya Strakhova,3,Polina Monova
Valeriya Urzhumova,2,Nika Radisic
Valeriya Urzhumova,2,Yana Sizikova
Valeriya Vorobyova,1,Riya Bhatia
Valeriya Yushchenko,2,Valeriya Zeleva
Valeriya Yushchenko,2,Vlada Koval
Valeriya Yushchenko,2,Daria Mironova
Valeriya Yushchenko,2,Ekaterina Kazionova
Valeriya Yushchenko,2,Alina Charaeva
Valeriya Zeleva,3,Kamila Kerimbayeva
Valery Rudnev,1,Sanjar Fayziev
Valery Rudnev,1,Alexander Ovcharov
Valery Senka,1,Alicia Robinson
Valeska Alexandra San Martin Ramirez,1,Mai Hontama
Valeska Alexandra San Martin Ramirez,1,Conny Perrin
Vanda Lukacs,2,Anne Schaefer
Vanda Lukacs,2,Georgia Brescia
Vanda Lukacs,2,Camilla Scala
Vanda Lukacs,2,Laura Pigossi
Vanda Lukacs,2,Agnes Bukta
Vanda Vargova,1,Alice Robbe
Vanesa Nikolovova,1,Tereza Jankovska
Vanesa Pappa,1,Cristina Adamescu
Vanesa Pappa,1,Sandra Samir
Vanesa Pappa,1,Juliette Colard
Vanesa Pappa,1,Sofia Kvatsabaia
Vanesa Pappa,1,Amelie Boy
Vanesa Pappa,1,Warona Mdlulwa
Vanesa Sulcova,1,Mia Chudejova
Vanessa Ersoz,1,Miriam Kolodziejova
Vanessa Ersoz,1,Simona Ogescu
Vanessa Ersoz,1,Rosa Vicens Mas
Vanessa Ersoz,1,Alina Mukhortova
Vanessa Ersoz,1,Maria Bondarenko
Vanessa Ersoz,1,Eva Vedder
Vanessa Ersoz,1,Dia Evtimova
Vanessa Ersoz,1,Caijsa Wilda Hennemann
Vanessa Ioana Georgiana Popa Teiusanu,1,Tamara Bizhukova
Vanessa Ioana Georgiana Popa Teiusanu,1,Perla Nieuwboer
Vanessa Ioana Georgiana Popa Teiusanu,1,Sinja Kraus
Vanessa Ioana Georgiana Popa Teiusanu,1,Yasmin Ezzat
Vanessa Langes,1,Katriin Saar
Vanessa Ong,1,Raphaelle Lacasse
Vanessa Ong,1,Maria Lourdes Carle
Vanessa Ong,1,Katharine Fahey
Vanessa Ong,1,Nicole Nadel
Vanessa Ong,1,Chieh Yu Hsu
Vanessa Ong,1,Fernanda Contreras Gomez
Vanessa Ong,1,Lisa Marie Rioux
Vanessa Ong,1,Amy Zhu
Vanessa Ong,1,Shiori Fukuda
Vanessa Ong,1,Joelle Kissell
Vanessa Pinto,1,Ina Kaufinger
Vanessa Pinto,1,Constance Sibille
Vanessa Ridolfo,1,Kyra Shroff
Vanessa Timm,1,Angelina Zhuravleva
Vanessa Wong,1,Wendy Qi Wen Zhang
Vanessa Wong,1,Jessica Wacnik
Vanessa Wong,1,Tayisiya Morderger
Vanessa Wong,1,Dia Evtimova
Vanessa Wong,1,Marie Bouzkova
Vania King,2,Johanna Konta
Vania King,2,Simona Halep
Vania King,2,Sofia Shapatava
Vanja Gudelj,1,Ekaterina Ovcharenko
Vanja Gudelj,1,Manca Pislak
Vanja Gudelj,1,Draginja Vukovic
Vanja Gudelj,1,Claudia Hoste Ferrer
Vanja Klaric,1,Kyra Shroff
Vanja Klaric,1,Chayenne Ewijk
Vanshita Pathania,1,Melanie Klaffner
Vanshita Pathania,1,Bunyawi Thamchaiwat
Varatchaya Wongteanchai,2,Luksika Kumkhum
Varatchaya Wongteanchai,2,Jaimee Fourlis
Varunya Chandrashekar,1,Man Ying Maggie Ng
Varunya Chandrashekar,1,Estelle Cascino
Varunya Wongteanchai,3,Bunyawi Thamchaiwat
Varvara Flink,3,Sofya Zhuk
Varvara Gracheva,3,Oceane Dodin
Varvara Kuznetsova,2,Anastasia Gasanova
Varvara Kuznetsova,2,Ksenia Lykina
Varvara Lepchenko,4,Shuai Zhang
Vasanti Shinde,1,Chloe Noel
Vasanti Shinde,1,Juline Fayard
Vasanti Shinde,1,Fatma Al Nabhani
Vasanti Shinde,1,Arabella Koller
Vasanti Shinde,1,Kyra Shroff
Vasanti Shinde,1,Manon Peral
Vasanti Shinde,1,Andrea Lazaro Garcia
Vasavi Ganesan,1,Karman Thandi
Vasavi Ganesan,1,Riya Bhatia
Vasavi Ganesan,1,Yubarani Banerjee
Vasek Pospisil,4,Gael Monfils
Vasek Pospisil,4,Alex De Minaur
Vasil Kirkov,1,Ulises Blanch
Vasil Kirkov,1,Akira Santillan
Vasil Kirkov,1,Yannik Reuter
Vasil Kirkov,1,Liam Broady
Vasil Kirkov,1,Emil Reinberg
Vasil Kirkov,1,Andrew Harris
Vasil Kirkov,1,Lukas Lacko
Vasile Alexandru Ghilea,1,Javier Barranco Cosano
Vasile Antonescu,1,Matteo Donati
Vasile Antonescu,1,Julian Reister
Vasile Antonescu,1,Marc Giner
Vasiliki Kalogeropoulou,1,Daniella Dimitrova
Vasiliki Karvouni,2,Alexandra Perper
Vasilios Caripi,1,Carl Roothman
Vasilisa Aponasenko,2,Chantal Skamlova
Vasilisa Aponasenko,2,Georgina Garcia Perez
Vasilisa Aponasenko,2,Victoria Kan
Vasilisa Aponasenko,2,Dia Evtimova
Vasilisa Aponasenko,2,Berfu Cengiz
Vasilisa Belonog,1,Aliesia Reva
Vasilisa Borisova,1,Raquel Caballero Chica
Vasisht Cheruku,1,Zizou Bergs
Vasko Mladenov,1,Jason Jung
Vasko Mladenov,1,Nam Hoang Ly
Vasko Mladenov,1,Alejandro Gonzalez
Vasko Mladenov,1,Ji Sung Nam
Vasko Mladenov,1,Tobias Simon
Vasko Mladenov,1,Blake Ellis
Vasko Mladenov,1,Sidharth Rawat
Vaughn Hunter,1,Lucas Miedler
Vaughn Hunter,1,Marc Andrea Huesler
Vaughn Hunter,1,Tristan Lamasine
Vendula Zovincova,2,Pernilla Mendesova
Venia Yeung,1,Ling Zhang
Venia Yeung,1,Ying Zhang
Venia Yeung,1,Man Ying Maggie Ng
Venia Yeung,1,Prerna Bhambri
Venia Yeung,1,Chihiro Muramatsu
Venla Ahti,1,Michaela Honcova
Venla Ahti,1,Viktoria Surova
Venla Ahti,1,Angelina Zhuravleva
Venla Ahti,1,Stefanija Polischuk
Venus Williams,3,Angelique Kerber
Venus Williams,3,Johanna Konta
Venus Williams,3,Anna Karolina Schmiedlova
Vera Aleshcheva,1,Vasilisa Aponasenko
Vera Aleshcheva,1,Ioana Diana Pietroiu
Vera Aleshcheva,1,Snehadevi S Reddy
Vera Aleshcheva,1,Cristina Dinu
Vera Aleshcheva,1,Ylona Georgiana Ghioroaie
Vera Aleshcheva,1,Ivania Martinich
Vera Aleshcheva,1,Sandra Jamrichova
Vera Deepoem,1,Minami Akiyama
Vera Dushevina,1,Yaroslava Shvedova
Vera Dushevina,1,Kateryna Kozlova
Vera Dushevina,1,Katerina Siniakova
Vera Dushevina,1,Anastasija Sevastova
Vera Lapko,4,Dayana Yastremska
Vera Markovic,1,Natalia Siedliska
Vera Markovic,1,Polina Golubovskaya
Vera Sakalouskaya,1,Katharina Lehnert
Vera Sakalouskaya,1,Daria Lodikova
Vera Sakalouskaya,1,Anna Kalinskaya
Vera Sakalouskaya,1,Alyona Sotnikova
Vera Sakalouskaya,1,Aleksandra Vostrikova
Vera Sakalouskaya,1,Ilona Kremen
Vera Tagasheva,1,Alina Tsyurpalevych
Vera Zvonareva,3,Kaia Kanepi
Vered Bert,1,Andreea Ghitescu
Vered Bert,1,Fiona Codino
Verena Gantschnig,1,Anette Munozova
Verena Gantschnig,1,Snehadevi S Reddy
Verena Gantschnig,1,Ana Veselinovic
Verena Hofer,2,Claudia Giovine
Verena Hofer,2,Anna Turati
Verena Hofer,2,Marie Temin
Verena Hofer,2,Emily Arbuthnott
Verena Hofer,2,Jelena Simic
Verena Hofer,2,Bianca Turati
Verena Hofer,2,Eleni Kordolaimi
Verena Meliss,3,Cristiana Ferrando
Verginie Tchakarova,1,Joelle Kissell
Verginie Tchakarova,1,Lia Karatancheva
Verginie Tchakarova,1,Lara Panfilov
Verginie Tchakarova,1,Angelina Gabueva
Verginie Tchakarova,1,Eleonore Tchakarova
Veronica Cepede Royg,2,Madison Brengle
Veronica Cepede Royg,2,Ekaterina Alexandrova
Veronica Cepede Royg,2,Irina Khromacheva
Veronica Cepede Royg,2,Cagla Buyukakcay
Veronica Cepede Royg,2,Marta Kostyuk
Veronica Cepede Royg,2,Shelby Rogers
Veronica Cepede Royg,2,Kiki Bertens
Veronica Cepede Royg,2,Jana Cepelova
Veronica Cepede Royg,2,Nao Hibino
Veronica Cepede Royg,2,Jana Fett
Veronica Cepede Royg,2,Kurumi Nara
Veronica Cepede Royg,2,Bernarda Pera
Veronica Cepede Royg,2,Beatriz Haddad Maia
Veronica Cepede Royg,2,Varvara Lepchenko
Veronica Cepede Royg,2,Magdalena Frech
Veronica Miroshnichenko,2,Magdalena Pantuckova
Veronica Napolitano,2,Federica Arcidiacono
Veronica Napolitano,2,Chiraz Bechri
Veronica Napolitano,2,Verena Hofer
Veronika Bokor,2,Rita Atik
Veronika Erjavec,2,Andreea Amalia Rosca
Veronika Erjavec,2,Lea Boskovic
Veronika Hughes,1,Ali Collins
Veronika Kapshay,2,Varvara Flink
Veronika Kapshay,2,Karolina Muchova
Veronika Kapshay,2,Ylona Georgiana Ghioroaie
Veronika Koberlingova,1,Oliwia Szymczuch
Veronika Koberlingova,1,Viktoriya Gogol
Veronika Koberlingova,1,Gaia Sanesi
Veronika Koberlingova,1,Natasha Bredl
Veronika Kudermetova,4,Elise Mertens
Veronika Kulhava,1,Chiara Catini
Veronika Kulhava,1,Eva Garkusha
Veronika Kulhava,1,Tess Sugnaux
Veronika Kulhava,1,Irene Lavino
Veronika Pepelyaeva,1,Anastasia Zakharova
Veronika Pepelyaeva,1,Johana Markova
Veronika Pepelyaeva,1,Dia Evtimova
Veronika Pepelyaeva,1,Georgia Andreea Craciun
Veronika Pepelyaeva,1,Ekaterina Kazionova
Veronika Pepelyaeva,1,Lisa Matviyenko
Veronika Pepelyaeva,1,Elena Malygina
Veronika Pepelyaeva,1,Miriam Kolodziejova
Veronika Pepelyaeva,1,Anastasia Sukhotina
Veronika Pepelyaeva,1,Angelina Zhuravleva
Veronika Pepelyaeva,1,Vitalia Diatchenko
Veronika Pepelyaeva,1,Maria Timofeeva
Veronika Pepelyaeva,1,Ioana Gaspar
Veronika Stotyka,1,Greetje Minnen
Veronika Stotyka,1,Valeria Nikolaev
Veronika Stotyka,1,Shivika Burman
Veronika Stotyka,1,Maya Tahan
Veronika Stotyka,1,Lizaveta Hancharova
Veronika Stotyka,1,Eleni Kordolaimi
Veronika Stotyka,1,Ashley Kratzer
Veronika Stotyka,1,Yasmine Wagner
Veronika Stotyka,1,Dea Herdzelas
Veronika Stotyka,1,Lamis Alhussein Abdel Aziz
Veronika Stotyka,1,Bunyawi Thamchaiwat
Veronika Stotyka,1,Alexandra Pisareva
Veronika Stotyka,1,Despina Papamichail
Veronika Stotyka,1,Sarah Lee
Veronika Stotyka,1,Mariam Bolkvadze
Veronika Stotyka,1,Naomi Totka
Veronika Stotyka,1,Shweta Rana
Veronika Vlkovska,2,Gabriela Pantuckova
Veronika Vlkovska,2,Katerina Vankova
Veronika Vlkovska,2,Johana Markova
Veronika Vlkovska,2,Lara Salden
Veronika Vlkovska,2,Tena Lukas
Veronika Zavodska,1,Sara Cakarevic
Vesna Dolonc,1,Ana Vrljic
Vesna Dolonc,1,Dejana Radanovic
Vesna Dolonc,1,Lesley Kerkhove
Vesna Dolonc,1,Alina Silich
Vesna Dolonc,1,Claire Feuerstein
Vesna Dolonc,1,Anna Kalinskaya
Vesna Dolonc,1,Vera Lapko
Vesna Dolonc,1,Donna Vekic
Vesna Dolonc,1,Michaela Bayerlova
Vesna Dolonc,1,Anastasia Gasanova
Vibhasree Gowda,1,Celine Fritsch
Vibhasree Gowda,1,Faith Nyabera Omurunga
Vibhasree Gowda,1,Renee Van Bommel
Vibhasree Gowda,1,Samantha Imbo Nloga
Vibhasree Gowda,1,Nicole Gadient
Vickie Trocker,1,Taylor Cataldi
Vickie Trocker,1,Nicole Fossa Huergo
Vickie Trocker,1,Julia Stamatova
Vickie Trocker,1,Stefania Rogozinska Dzik
Vickie Trocker,1,Anna Pribylova
Vickie Trocker,1,Asya Colombo
Vicky Geurinckx,1,Snehadevi S Reddy
Vicky Geurinckx,1,Claudia Franze
Vicky Geurinckx,1,Mirabelle Njoze
Vicky Geurinckx,1,Chayenne Ewijk
Vicky Geurinckx,1,Bianka Bekefi
Vicky Geurinckx,1,Julie Razafindranaly
Vicky Van De Peer,2,Suzan Lamens
Vicky Veloso,1,Stacey Fung
Vicky Veloso,1,Chiara Catini
Victoire Delattre,1,Federica Di Sarra
Victor Estrella,4,Marcelo Arevalo
Victor Girat Magin,1,Jurgen Zopp
Victor Hanescu,1,Roberto Quiroz
