player_id,country_id,name,sex,hand,ht,year_of_birth
202504,CHN,Ying Ying Duan,F,R,185,1991
214694,IND,Karman Thandi,F,U,185,2000
202489,GER,Carina Witthoeft,F,R,185,1997
201616,USA,Lauren Davis,F,R,157,1996
215219,SLO,Kaja Juvan,F,R,185,2003
106398,ARG,Pedro Cachin,M,R,185,1997
205734,BRA,Thiago Seyboth Wild,M,R,185,2002
106198,BOL,Hugo Dellien,M,R,185,1995
105948,ARG,Federico Coria,M,R,185,1994
202103,ARG,Francisco Cerundolo,M,R,185,2001
105911,ARG,Andrea Collarini,M,L,185,1994
207680,ARG,Facundo Diaz Acosta,M,L,185,2003
106032,ARG,Facundo Arguello,M,R,185,1994
105559,FRA,Jonathan Eysseric,M,L,180,1992
206758,FRA,Antoine Cornut Chauvinc,M,U,185,2002
126127,FRA,Benjamin Bonzi,M,R,185,1998
200247,BUL,Alexandar Lazarov,M,R,185,2000
202090,BUL,Adrian Andreev,M,R,185,2003
106220,BUL,Dimitar Kuzmanov,M,R,185,1995
126328,BUL,Gabriel Donev,M,R,185,1998
111200,SWE,Elias Ymer,M,R,185,1998
126663,ARG,Juan Pablo Ficovich,M,R,185,1999
202106,ARG,Juan Bautista Otegui,M,R,185,2001
200368,CAN,Jack Mingjie Lin,M,R,185,2001
105398,USA,Adam El Mihdawy,M,U,185,1991
105933,ECU,Roberto Quiroz,M,L,185,1994
202318,USA,Roy Smith,M,U,185,2001
207992,USA,Cannon Kingsley,M,U,185,2003
125847,NED,Jelle Sels,M,U,185,1997
105691,NED,Scott Griekspoor,M,R,185,1993
207764,NED,Ryan Nijboer,M,U,185,2001
105223,ARG,Juan Martin del Potro,F,R,198,1991
111577,USA,Jared Donaldson,M,R,185,1999
208186,USA,Preston Brown,M,U,185,2004
124186,FRA,Alexandre Muller,M,R,185,1999
202178,BRA,Mateus De Carvalho Cardoso Alves,M,R,185,2003
208372,BRA,Natan Rodrigues,M,U,185,2004
122425,BRA,Rafael Matos,M,U,185,1998
126204,MEX,Gerardo Lopez Villasenor,M,U,185,1997
207182,USA,Emilio Nava,M,R,185,2004
213887,MEX,Renata Zarazua,F,R,185,2000
106250,MEX,Luis Patino,M,R,185,1996
207834,MEX,Juan Alejandro Hernandez Serrano,M,R,185,2001
105751,ESP,Roberto Ortega Olmedo,M,U,185,1993
106412,MEX,Lucas Gomez,M,U,185,1997
105302,CRO,Ante Pavic,M,R,185,1991
105877,ECU,Emilio Gomez,M,R,185,1994
